"","id","title","companies"
"4608",110415,"Snowpiercer","Opus Pictures"
"4609",110415,"Snowpiercer","Stillking Films"
"4610",110415,"Snowpiercer","SnowPiercer"
"4611",110415,"Snowpiercer","Moho Film"
"4612",77459,"A Monster in Paris","Europa Corp"
"4613",77459,"A Monster in Paris","Scanbox"
"4614",26486,"The Last Shot","Touchstone Pictures"
"4615",26486,"The Last Shot","Mandeville Films"
"4616",26486,"The Last Shot","Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)"
"4617",26486,"The Last Shot","Burro Productions"
"4618",9495,"The Crow","Miramax Films"
"4619",9495,"The Crow","Crowvision Inc."
"4620",9495,"The Crow","Entertainment Media Investment Corporation"
"4621",9495,"The Crow","Jeff Most Productions"
"4622",9495,"The Crow","Edward R. Pressman Film"
"4623",256040,"Baahubali: The Beginning","Arka Media Works"
"4624",24420,"The Time Traveler's Wife","New Line Cinema"
"4625",24420,"The Time Traveler's Wife","Plan B Entertainment"
"4626",24420,"The Time Traveler's Wife","Nick Wechsler Productions"
"4627",24420,"The Time Traveler's Wife","Internationale Scarena Filmproduktionsgesellschaft 2"
"4628",1257,"Because I Said So","Universal Pictures"
"4629",1257,"Because I Said So","Gold Circle Films"
"4630",62214,"Frankenweenie","Tim Burton Productions"
"4631",16320,"Serenity","Universal Pictures"
"4632",16320,"Serenity","Barry Mendel Productions"
"4633",8842,"Against the Ropes","Paramount Pictures"
"4634",8842,"Against the Ropes","Cort/Madden Productions"
"4635",8842,"Against the Ropes","ATR Films"
"4636",8842,"Against the Ropes","MMP Erste Filmproduktions"
"4637",8842,"Against the Ropes","Moviemakers Productions (MMP)"
"4638",9531,"Superman III","Warner Bros."
"4639",9531,"Superman III","Dovemead Films"
"4640",9531,"Superman III","Cantharus Productions"
"4641",64807,"Grudge Match","Gerber Pictures"
"4642",64807,"Grudge Match","Warner Bros."
"4643",12289,"Red Cliff","Metropolitan Filmexport"
"4644",12289,"Red Cliff","Lion Rock Productions"
"4645",12289,"Red Cliff","Showbox"
"4646",11529,"Sweet Home Alabama","Touchstone Pictures"
"4647",20943,"The Ugly Truth","Lakeshore Entertainment"
"4648",20943,"The Ugly Truth","Relativity Media"
"4649",9099,"Sgt. Bilko","Imagine Entertainment"
"4650",9099,"Sgt. Bilko","Universal Pictures"
"4651",9488,"Spy Kids 2: The Island of Lost Dreams","Dimension Films"
"4652",193,"Star Trek: Generations","Paramount Pictures"
"4653",44865,"The Grandmaster","The Weinstein Company"
"4654",44865,"The Grandmaster","Block 2 Pictures"
"4655",44865,"The Grandmaster","Wild Bunch"
"4656",44865,"The Grandmaster","Annapurna Pictures"
"4657",44865,"The Grandmaster","Jet Tone Films"
"4658",44865,"The Grandmaster","Sil-Metropole Organisation Ltd."
"4659",55787,"Water for Elephants","Ingenious Media"
"4660",55787,"Water for Elephants","Dune Entertainment"
"4661",55787,"Water for Elephants","Fox 2000 Pictures"
"4662",55787,"Water for Elephants","Flashpoint Entertainment"
"4663",55787,"Water for Elephants","Big Screen Productions"
"4664",257932,"Dragon Nest: Warriors' Dawn","Mili Pictures"
"4665",10400,"The Hurricane","Universal Pictures"
"4666",10400,"The Hurricane","Beacon Communications"
"4667",10400,"The Hurricane","Azoff Entertainment"
"4668",1957,"Enough","Winkler Films"
"4669",10833,"Heartbreakers","Davis Entertainment"
"4670",10833,"Heartbreakers","Metro-Goldwyn-Mayer (MGM)"
"4671",256961,"Paul Blart: Mall Cop 2","Columbia Pictures"
"4672",256961,"Paul Blart: Mall Cop 2","Happy Madison Productions"
"4673",256961,"Paul Blart: Mall Cop 2","Sony Pictures Releasing"
"4674",256961,"Paul Blart: Mall Cop 2","Sony Pictures Entertainment (SPE)"
"4675",256961,"Paul Blart: Mall Cop 2","LStar Capital"
"4676",256961,"Paul Blart: Mall Cop 2","Hey Eddie"
"4677",5852,"Angel Eyes","Epsilon Motion Pictures"
"4678",5852,"Angel Eyes","Morgan Creek Productions"
"4679",5852,"Angel Eyes","The Canton Company"
"4680",5852,"Angel Eyes","AE Two Film Productions"
"4681",5852,"Angel Eyes","Angel Eyes Productions"
"4682",12312,"Joe Somebody","Regency Enterprises"
"4683",12312,"Joe Somebody","Fox 2000 Pictures"
"4684",12312,"Joe Somebody","Kopelson Entertainment"
"4685",12312,"Joe Somebody","Epsilon Motion Pictures"
"4686",12312,"Joe Somebody","Atchity Entertainment International (AEI)"
"4687",622,"The Ninth Gate","Bac Films"
"4688",622,"The Ninth Gate","Kino Vision"
"4689",622,"The Ninth Gate","Orly Films"
"4690",622,"The Ninth Gate","R.P. Productions"
"4691",622,"The Ninth Gate","Vía Digital"
"4692",622,"The Ninth Gate","Artisan Entertainment"
"4693",622,"The Ninth Gate","Origen Producciones Cinematograficas S.A."
"4694",622,"The Ninth Gate","TF1 Films Production"
"4695",622,"The Ninth Gate","Canal+"
"4696",622,"The Ninth Gate","Canal+ España"
"4697",11306,"Extreme Measures","Columbia Pictures"
"4698",11306,"Extreme Measures","Castle Rock Entertainment"
"4699",11306,"Extreme Measures","Simian Films"
"4700",12508,"Rock Star","Bel Air Entertainment"
"4701",12508,"Rock Star","Warner Bros."
"4702",12508,"Rock Star","Robert Lawrence Productions"
"4703",12508,"Rock Star","Metal Productions Inc."
"4704",12508,"Rock Star","Maysville Pictures"
"4705",25793,"Precious","Smokewood Entertainment Group"
"4706",10534,"White Squall","Hollywood Pictures"
"4707",10534,"White Squall","Largo Entertainment"
"4708",10534,"White Squall","Scott Free Productions"
"4709",1091,"The Thing","Universal Pictures"
"4710",1091,"The Thing","Turman-Foster Company"
"4711",87421,"Riddick","One Race Productions"
"4712",87421,"Riddick","Radar Pictures"
"4713",87421,"Riddick","Riddick Canada Productions"
"4714",10871,"Switchback","Paramount Pictures"
"4715",10871,"Switchback","Pacific Western"
"4716",10871,"Switchback","Rysher Entertainment"
"4717",13503,"Texas Rangers","Dimension Films"
"4718",13600,"City of Ember","Playtone"
"4719",13600,"City of Ember","Walden Media"
"4720",68722,"The Master","Ghoulardi Film Company"
"4721",68722,"The Master","The Weinstein Company"
"4722",68722,"The Master","Annapurna Pictures"
"4723",14324,"Virgin Territory","Ingenious Film Partners"
"4724",14324,"Virgin Territory","Dino de Laurentiis Cinematografica"
"4725",14324,"Virgin Territory","Dino De Laurentiis Company"
"4726",14324,"Virgin Territory","Zephyr Films"
"4727",14324,"Virgin Territory","Red Lion Sarl"
"4728",14324,"Virgin Territory","Carthago Films S.a.r.l."
"4729",14325,"The Express","Davis Entertainment"
"4730",14325,"The Express","Relativity Media"
"4731",14325,"The Express","IDEA Filmproduktions"
"4732",299687,"The 5th Wave","Columbia Pictures"
"4733",299687,"The 5th Wave","GK Films"
"4734",299687,"The 5th Wave","Material Pictures"
"4735",299687,"The 5th Wave","LStar Capital"
"4736",312221,"Creed","New Line Cinema"
"4737",312221,"Creed","Warner Bros."
"4738",312221,"Creed","Metro-Goldwyn-Mayer (MGM)"
"4739",312221,"Creed","Chartoff Winkler Productions"
"4740",23168,"The Town","Legendary Pictures"
"4741",23168,"The Town","GK Films"
"4742",23168,"The Town","Thunder Road Pictures"
"4743",23168,"The Town","Warner Bros."
"4744",76494,"What to Expect When You're Expecting","Alcon Entertainment"
"4745",76494,"What to Expect When You're Expecting","Lionsgate"
"4746",76494,"What to Expect When You're Expecting","Phoenix Pictures"
"4747",76494,"What to Expect When You're Expecting","What to Expect Productions"
"4748",4944,"Burn After Reading","Mike Zoss Productions"
"4749",4944,"Burn After Reading","Studio Canal"
"4750",4944,"Burn After Reading","Relativity Media"
"4751",4944,"Burn After Reading","Focus Features"
"4752",4944,"Burn After Reading","Working Title Films"
"4753",10488,"Nim's Island","Walden Media"
"4754",96721,"Rush","Revolution Films"
"4755",96721,"Rush","Working Title Films"
"4756",96721,"Rush","Cross Creek Pictures"
"4757",96721,"Rush","Exclusive Media Group"
"4758",96721,"Rush","Double Negative"
"4759",334,"Magnolia","New Line Cinema"
"4760",334,"Magnolia","Ghoulardi Film Company"
"4761",334,"Magnolia","The Magnolia Project"
"4762",23742,"Cop Out","Warner Bros."
"4763",259694,"How to Be Single","New Line Cinema"
"4764",259694,"How to Be Single","Flower Films"
"4765",259694,"How to Be Single","Metro-Goldwyn-Mayer Pictures"
"4766",62837,"Dolphin Tale","Alcon Entertainment"
"4767",62837,"Dolphin Tale","Arc Productions"
"4768",8966,"Twilight","Summit Entertainment"
"4769",8966,"Twilight","Maverick Films"
"4770",8966,"Twilight","Imprint Entertainment"
"4771",8966,"Twilight","Goldcrest Pictures"
"4772",8966,"Twilight","Temple Hill Entertainment"
"4773",8966,"Twilight","Twilight Productions"
"4774",8470,"John Q","New Line Cinema"
"4775",8470,"John Q","Burg/Koules Productions"
"4776",8470,"John Q","Evolution Entertainment"
"4777",11001,"Blue Streak","Columbia Pictures"
"4778",138832,"We're the Millers","New Line Cinema"
"4779",138832,"We're the Millers","BenderSpink"
"4780",138832,"We're the Millers","Heyday Films"
"4781",138832,"We're the Millers","Newman/Tooley Films"
"4782",138832,"We're the Millers","Vincent Newman Entertainment"
"4783",138832,"We're the Millers","Slap Happy Productions (II)"
"4784",16911,"The Inhabited Island","Art Pictures Studio"
"4785",16911,"The Inhabited Island","Non-Stop Productions"
"4786",16911,"The Inhabited Island","Telekanal STS"
"4787",16911,"The Inhabited Island","Premiere Stealth Rights"
"4788",2163,"Breakdown","Paramount Pictures"
"4789",2163,"Breakdown","Dino De Laurentiis Company"
"4790",2163,"Breakdown","Spelling Films"
"4791",36670,"Never Say Never Again","PSO International"
"4792",36670,"Never Say Never Again","TaliaFilm II Productions"
"4793",36670,"Never Say Never Again","Woodcote"
"4794",23048,"Hot Tub Time Machine","United Artists"
"4795",23048,"Hot Tub Time Machine","Metro-Goldwyn-Mayer (MGM)"
"4796",23048,"Hot Tub Time Machine","New Crime Productions"
"4797",227735,"Dolphin Tale 2","Alcon Entertainment"
"4798",227735,"Dolphin Tale 2","Color Force"
"4799",227735,"Dolphin Tale 2","Boxing Cat Films"
"4800",227735,"Dolphin Tale 2","St. Petersburg Clearwater Film Commission"
"4801",2155,"Reindeer Games","Dimension Films"
"4802",2155,"Reindeer Games","Marty Katz Productions"
"4803",8409,"A Man Apart","New Line Cinema"
"4804",8409,"A Man Apart","Newman/Tooley Films"
"4805",8409,"A Man Apart","Joseph Nittolo Entertainment"
"4806",8409,"A Man Apart","""DIA"" Productions GmbH & Co. KG"
"4807",222936,"Aloha","Scott Rudin Productions"
"4808",222936,"Aloha","Vinyl Films"
"4809",31908,"Ghosts of Mississippi","Columbia Pictures"
"4810",31908,"Ghosts of Mississippi","Castle Rock Entertainment"
"4811",10219,"Snow Falling on Cedars","Universal Pictures"
"4812",10219,"Snow Falling on Cedars","The Kennedy/Marshall Company"
"4813",48171,"The Rite","New Line Cinema"
"4814",48171,"The Rite","Contrafilm"
"4815",48171,"The Rite","Mid Atlantic Films"
"4816",48171,"The Rite","Hungarian National Film Office"
"4817",48171,"The Rite","Lazio Film Commission"
"4818",48171,"The Rite","Rome Film Commission"
"4819",48171,"The Rite","Italian Tax Credit"
"4820",782,"Gattaca","Columbia Pictures"
"4821",782,"Gattaca","Jersey Films"
"4822",75531,"Isn't She Great","Universal Pictures"
"4823",75531,"Isn't She Great","Mutual Film Company"
"4824",75531,"Isn't She Great","Toho Company"
"4825",75531,"Isn't She Great","British Broadcasting Corporation (BBC)"
"4826",75531,"Isn't She Great","Marubeni"
"4827",75531,"Isn't She Great","Tele München Fernseh Produktionsgesellschaft (TMG)"
"4828",75531,"Isn't She Great","Lobell/Bergman Productions"
"4829",11802,"Space Chimps","Starz Media"
"4830",11802,"Space Chimps","Starz Animation"
"4831",11802,"Space Chimps","Odyssey Entertainment"
"4832",11802,"Space Chimps","Studiopolis"
"4833",11802,"Space Chimps","Vanguard Animation"
"4834",9776,"Head of State","DreamWorks SKG"
"4835",9776,"Head of State","3 Arts Entertainment"
"4836",18785,"The Hangover","Legendary Pictures"
"4837",18785,"The Hangover","Green Hat Films"
"4838",18785,"The Hangover","Warner Bros."
"4839",18785,"The Hangover","IFP Westcoast Erste"
"4840",365222,"Ip Man 3","Mandarin Films Distribution Co."
"4841",817,"Austin Powers: The Spy Who Shagged Me","New Line Cinema"
"4842",817,"Austin Powers: The Spy Who Shagged Me","Eric's Boy"
"4843",268,"Batman","PolyGram Filmed Entertainment"
"4844",268,"Batman","The Guber-Peters Company"
"4845",268,"Batman","Warner Bros."
"4846",943,"Lethal Weapon 3","Silver Pictures"
"4847",943,"Lethal Weapon 3","Warner Bros."
"4848",22881,"The Blind Side","Alcon Entertainment"
"4849",22881,"The Blind Side","Left Tackle Pictures"
"4850",22881,"The Blind Side","Zucker/Netter Productions"
"4851",10054,"Spy Kids","Dimension Films"
"4852",10054,"Spy Kids","Troublemaker Studios"
"4853",10054,"Spy Kids","Miramax"
"4854",51540,"Horrible Bosses","New Line Cinema"
"4855",51540,"Horrible Bosses","Rat Entertainment"
"4856",44264,"True Grit","Paramount Pictures"
"4857",44264,"True Grit","Scott Rudin Productions"
"4858",44264,"True Grit","Mike Zoss Productions"
"4859",44264,"True Grit","Skydance Productions"
"4860",350,"The Devil Wears Prada","Twentieth Century Fox Film Corporation"
"4861",350,"The Devil Wears Prada","Dune Entertainment"
"4862",350,"The Devil Wears Prada","Major Studio Partners"
"4863",350,"The Devil Wears Prada","Peninsula Films"
"4864",350,"The Devil Wears Prada","Fox 2000 Pictures"
"4865",152,"Star Trek: The Motion Picture","Paramount Pictures"
"4866",109431,"Identity Thief","Stuber Productions"
"4867",109431,"Identity Thief","Aggregate Films"
"4868",109431,"Identity Thief","DumbDumb"
"4869",1598,"Cape Fear","Universal Pictures"
"4870",1598,"Cape Fear","Amblin Entertainment"
"4871",1598,"Cape Fear","Cappa Productions"
"4872",1598,"Cape Fear","Tribeca Productions"
"4873",8065,"21","Columbia Pictures"
"4874",8065,"21","Relativity Media"
"4875",271718,"Trainwreck","Universal Pictures"
"4876",271718,"Trainwreck","Fuji Television Network"
"4877",271718,"Trainwreck","Dentsu"
"4878",271718,"Trainwreck","Apatow Productions"
"4879",11638,"Guess Who","Columbia Pictures"
"4880",11638,"Guess Who","Regency Enterprises"
"4881",11638,"Guess Who","3 Arts Entertainment"
"4882",11638,"Guess Who","Tall Trees Productions"
"4883",409,"The English Patient","Miramax Films"
"4884",409,"The English Patient","Tiger Moth Productions"
"4885",2118,"L.A. Confidential","Regency Enterprises"
"4886",2118,"L.A. Confidential","Wolper Organization"
"4887",2118,"L.A. Confidential","Warner Bros."
"4888",11459,"Sky High","Walt Disney Pictures"
"4889",11459,"Sky High","Gunn Films"
"4890",11459,"Sky High","Max Stronghold Productions Inc."
"4891",10806,"In & Out","Paramount Pictures"
"4892",10806,"In & Out","Spelling Films"
"4893",9348,"Species","Metro-Goldwyn-Mayer (MGM)"
"4894",377,"A Nightmare on Elm Street","New Line Cinema"
"4895",377,"A Nightmare on Elm Street","Smart Egg Pictures"
"4896",8843,"The Cell","New Line Cinema"
"4897",8843,"The Cell","Avery Pix"
"4898",8843,"The Cell","Radical Media"
"4899",8843,"The Cell","Katira Productions GmbH & Co. KG"
"4900",8843,"The Cell","Caro-McLeod"
"4901",9313,"The Man in the Iron Mask","United Artists Corporation"
"4902",39486,"Secretariat","Walt Disney Pictures"
"4903",39486,"Secretariat","Fast Track Productions"
"4904",39486,"Secretariat","Mayhem Pictures"
"4905",1273,"TMNT","The Weinstein Company"
"4906",1273,"TMNT","Imagi Animation Studios"
"4907",1273,"TMNT","Warner Bros."
"4908",1273,"TMNT","Mirage Studios"
"4909",1273,"TMNT","Imagi Production"
"4910",13920,"Radio","Revolution Studios"
"4911",13920,"Radio","Tollin/Robbins Productions"
"4912",50544,"Friends with Benefits","Castle Rock Entertainment"
"4913",50544,"Friends with Benefits","Screen Gems"
"4914",50544,"Friends with Benefits","Olive Bridge Entertainment"
"4915",325133,"Neighbors 2: Sorority Rising","Universal Pictures"
"4916",325133,"Neighbors 2: Sorority Rising","Perfect World Pictures"
"4917",325133,"Neighbors 2: Sorority Rising","Point Grey Pictures"
"4918",325133,"Neighbors 2: Sorority Rising","Good Universe"
"4919",140823,"Saving Mr. Banks","Walt Disney Pictures"
"4920",140823,"Saving Mr. Banks","BBC Films"
"4921",140823,"Saving Mr. Banks","Ruby Films"
"4922",140823,"Saving Mr. Banks","Essential Media & Entertainment"
"4923",140823,"Saving Mr. Banks","Hopscotch Features"
"4924",1883,"Malcolm X","JVC Entertainment"
"4925",1883,"Malcolm X","40 Acres & A Mule Filmworks"
"4926",1883,"Malcolm X","Warner Bros."
"4927",89492,"This Is 40","Apatow Productions"
"4928",22949,"Old Dogs","Walt Disney Pictures"
"4929",22949,"Old Dogs","Tapestry Films"
"4930",12437,"Underworld: Rise of the Lycans","Lakeshore Entertainment"
"4931",12437,"Underworld: Rise of the Lycans","Screen Gems"
"4932",12437,"Underworld: Rise of the Lycans","Sketch Films"
"4933",12437,"Underworld: Rise of the Lycans","UW3 Film Productions"
"4934",2959,"License to Wed","Village Roadshow Pictures"
"4935",2959,"License to Wed","Robert Simonds Productions"
"4936",2959,"License to Wed","Warner Bros."
"4937",2959,"License to Wed","Phoenix Pictures"
"4938",2959,"License to Wed","Underground"
"4939",2959,"License to Wed","Proposal Productions"
"4940",9957,"The Benchwarmers","Columbia Pictures"
"4941",9957,"The Benchwarmers","Revolution Studios"
"4942",9957,"The Benchwarmers","Happy Madison Productions"
"4943",11648,"Must Love Dogs","Team Todd"
"4944",11648,"Must Love Dogs","Warner Bros."
"4945",11648,"Must Love Dogs","Ubu Productions"
"4946",9366,"Donnie Brasco","TriStar Pictures"
"4947",9366,"Donnie Brasco","Mark Johnson Productions"
"4948",9366,"Donnie Brasco","Phoenix Pictures"
"4949",9366,"Donnie Brasco","Baltimore Pictures"
"4950",1576,"Resident Evil","Impact Pictures"
"4951",1576,"Resident Evil","Davis-Films"
"4952",1576,"Resident Evil","New Legacy"
"4953",1576,"Resident Evil","Constantin Film Produktion"
"4954",609,"Poltergeist","SLM Production Group"
